job_family,seniority,contract_type,region_code,remote_flag,min_years_exp,edu_min,responsibilities_count,requirements_count,tools_mentioned,lang_req,tech_skill,data_skill,design_skill,sales_skill,marketing_skill,ops_skill,salary_min,salary_max,salary_per_year_exp,req_to_resp_ratio,skill_density,complexity,jd_text
3,3,1,4,1,5.84,0,17,18,9,2,35.5,27.9,52.4,95.3,63.7,48.2,87435,91413,13077.73,1.059,9.229,2.57,"Senior Sales role. Focus on pipeline, leads, and account. Requirements: 18 items; Responsibilities: 17 items."
0,2,0,4,0,5.16,1,7,12,6,1,66.3,44.2,37.0,50.4,49.2,44.3,68460,69460,11186.34,1.714,15.337,1.784,"Mid Software role. Focus on backend, microservices, and frontend. Requirements: 12 items; Responsibilities: 7 items."
5,3,0,1,1,7.93,1,11,14,9,2,60.7,57.7,63.9,63.3,61.3,77.7,78318,79318,8826.44,1.273,15.38,1.841,"Senior Operations role. Focus on SOP, process, and logistics. Requirements: 14 items; Responsibilities: 11 items."
0,3,1,3,1,4.64,1,18,14,14,2,92.2,45.9,68.6,44.2,52.9,62.6,97199,112243,18554.79,0.778,11.449,2.383,"Senior Software role. Focus on backend, API, and frontend. Requirements: 14 items; Responsibilities: 18 items."
1,2,1,2,1,6.98,1,9,11,13,1,49.6,79.0,25.7,45.8,38.1,42.9,60857,97057,9893.68,1.222,14.055,2.232,"Mid Data role. Focus on ETL, experiments, and SQL. Requirements: 11 items; Responsibilities: 9 items."
0,1,0,2,0,4.06,1,6,5,16,0,79.8,35.6,40.9,47.0,29.4,45.1,31782,53210,8390.14,0.833,25.251,1.096,"Junior Software role. Focus on API, microservices, and code review. Requirements: 5 items; Responsibilities: 6 items."
3,0,2,0,1,1.84,2,2,7,5,0,28.1,23.8,32.1,67.6,47.4,32.0,30363,34727,11445.25,3.5,25.675,1.028,"Intern Sales role. Focus on closing, pipeline, and quota. Requirements: 7 items; Responsibilities: 2 items."
2,2,0,1,0,3.44,1,13,9,8,0,48.7,25.3,68.2,39.0,54.9,37.2,53761,66653,13554.02,0.692,12.428,1.122,"Mid Design role. Focus on design system, user research, and wireframes. Requirements: 9 items; Responsibilities: 13 items."
0,2,2,2,0,6.1,1,13,13,8,1,67.8,53.6,71.4,52.9,36.3,48.7,57267,59966,8261.68,1.0,12.72,1.242,"Mid Software role. Focus on microservices, frontend, and backend. Requirements: 13 items; Responsibilities: 13 items."
0,1,0,1,0,4.14,1,9,17,11,1,56.6,31.1,41.9,44.6,33.6,28.9,47476,48476,9342.52,1.889,9.106,1.425,"Junior Software role. Focus on backend, frontend, and CI/CD. Requirements: 17 items; Responsibilities: 9 items."
1,1,2,3,0,5.02,0,4,6,8,0,48.6,57.9,36.2,43.3,58.4,29.4,43757,49857,7780.56,1.5,27.386,0.807,"Junior Data role. Focus on ETL, pipelines, and experiments. Requirements: 6 items; Responsibilities: 4 items."
5,1,1,1,1,2.71,1,8,14,9,0,43.5,30.4,19.7,40.5,31.9,88.8,40363,41363,11002.14,1.75,11.579,2.269,"Junior Operations role. Focus on quality, SOP, and logistics. Requirements: 14 items; Responsibilities: 8 items."
5,1,2,1,0,4.49,1,6,6,5,1,32.5,20.6,59.2,28.8,43.7,59.4,32539,43263,6898.9,1.0,20.363,1.041,"Junior Operations role. Focus on process, SOP, and logistics. Requirements: 6 items; Responsibilities: 6 items."
2,3,0,2,0,11.78,1,15,14,13,1,42.5,50.8,76.8,53.2,42.3,50.8,67575,94761,6352.76,0.933,10.913,1.292,"Senior Design role. Focus on usability, UX/UI, and wireframes. Requirements: 14 items; Responsibilities: 15 items."
2,2,0,3,1,5.06,1,14,15,13,1,32.1,51.9,54.2,52.2,50.5,77.4,75506,91371,13776.11,1.071,10.977,1.574,"Mid Design role. Focus on user research, UX/UI, and design system. Requirements: 15 items; Responsibilities: 14 items."
0,1,1,5,0,2.88,3,9,11,11,1,100.0,49.2,40.2,41.4,53.9,64.2,51119,67119,15239.61,1.222,17.446,1.839,"Junior Software role. Focus on frontend, API, and backend. Requirements: 11 items; Responsibilities: 9 items."
0,1,0,3,1,3.01,0,9,13,11,2,96.4,38.3,63.2,41.5,22.7,47.3,45747,46747,11534.15,1.444,14.065,1.384,"Junior Software role. Focus on microservices, backend, and CI/CD. Requirements: 13 items; Responsibilities: 9 items."
3,3,0,2,0,5.28,1,17,18,10,2,55.4,58.5,48.1,92.2,59.5,44.7,88158,89158,14108.13,1.059,10.238,1.95,"Senior Sales role. Focus on quota, leads, and account. Requirements: 18 items; Responsibilities: 17 items."
0,2,0,1,1,5.18,1,15,11,11,0,100.0,54.7,57.4,23.7,50.0,31.8,59949,88820,12038.38,0.733,12.21,1.711,"Mid Software role. Focus on code review, microservices, and frontend. Requirements: 11 items; Responsibilities: 15 items."
4,1,2,2,1,5.9,1,5,8,5,1,0.0,41.6,49.0,48.7,72.0,31.8,50984,65901,8466.94,1.6,18.703,0.47,"Junior Marketing role. Focus on SEO, brand, and analytics. Requirements: 8 items; Responsibilities: 5 items."
2,1,0,5,0,2.11,2,9,11,6,0,41.0,31.5,80.9,48.0,37.6,46.0,39608,61469,16232.12,1.222,14.246,0.794,"Junior Design role. Focus on wireframes, prototypes, and user research. Requirements: 11 items; Responsibilities: 9 items."
5,3,0,2,0,7.73,1,10,16,14,1,51.9,43.8,21.2,48.6,29.2,67.9,85895,103221,10836.13,1.6,10.095,1.139,"Senior Operations role. Focus on reporting, SOP, and coordination. Requirements: 16 items; Responsibilities: 10 items."
3,3,0,1,0,10.34,1,11,19,7,0,50.4,47.0,31.1,42.1,31.4,61.2,98954,159020,11375.65,1.727,8.77,2.056,"Senior Sales role. Focus on leads, pipeline, and account. Requirements: 19 items; Responsibilities: 11 items."
1,2,0,3,0,6.74,1,13,6,12,0,48.0,69.3,52.3,32.1,63.2,46.4,55478,100423,10067.51,0.462,16.386,1.497,"Mid Data role. Focus on SQL, pipelines, and experiments. Requirements: 6 items; Responsibilities: 13 items."
5,1,0,4,0,3.83,2,5,12,4,2,38.9,33.0,44.8,36.0,35.5,93.9,38281,39281,8025.59,2.4,16.592,0.721,"Junior Operations role. Focus on quality, coordination, and process. Requirements: 12 items; Responsibilities: 5 items."
1,2,0,5,1,5.23,2,10,13,8,1,38.7,77.2,23.2,46.2,56.0,31.4,52255,121004,13904.32,1.3,11.852,1.18,"Mid Data role. Focus on modeling, dashboard, and pipelines. Requirements: 13 items; Responsibilities: 10 items."
4,3,0,1,0,7.88,1,16,14,8,1,78.5,50.0,59.4,50.3,59.4,45.4,89947,123663,12032.65,0.875,11.433,0.684,"Senior Marketing role. Focus on content, brand, and SEO. Requirements: 14 items; Responsibilities: 16 items."
4,2,0,5,1,5.81,1,12,10,11,1,48.4,57.1,25.5,34.3,96.2,23.6,54200,83358,10095.6,0.833,12.954,1.57,"Mid Marketing role. Focus on ads, content, and brand. Requirements: 10 items; Responsibilities: 12 items."
3,2,0,5,1,6.95,1,6,10,8,0,31.9,44.6,48.5,87.7,57.2,40.4,65611,77023,8970.48,1.667,19.395,1.206,"Mid Sales role. Focus on account, leads, and closing. Requirements: 10 items; Responsibilities: 6 items."
3,3,1,2,0,8.24,1,12,13,5,2,49.7,40.3,33.9,60.9,57.1,28.2,67287,107834,9475.42,1.083,10.804,1.171,"Senior Sales role. Focus on pipeline, CRM, and closing. Requirements: 13 items; Responsibilities: 12 items."
0,3,0,2,0,9.86,1,12,19,12,0,48.7,44.3,36.1,44.7,48.3,21.2,67008,137377,9409.24,1.583,7.851,2.118,"Senior Software role. Focus on code review, microservices, and API. Requirements: 19 items; Responsibilities: 12 items."
3,1,0,1,1,0.73,0,6,9,9,2,22.2,46.3,40.9,46.6,32.2,45.4,31216,42455,21302.9,1.5,15.576,1.424,"Junior Sales role. Focus on closing, account, and CRM. Requirements: 9 items; Responsibilities: 6 items."
0,2,1,1,0,7.17,2,16,11,7,2,56.7,30.6,56.4,27.5,43.8,41.6,53569,76163,7935.77,0.687,9.503,0.614,"Mid Software role. Focus on code review, API, and CI/CD. Requirements: 11 items; Responsibilities: 16 items."
5,1,0,5,0,2.71,3,8,10,11,1,46.9,46.1,51.9,27.6,32.3,74.3,48775,62469,14983.88,1.25,15.511,1.832,"Junior Operations role. Focus on coordination, logistics, and quality. Requirements: 10 items; Responsibilities: 8 items."
0,1,0,1,0,3.51,2,8,11,12,0,52.1,29.2,32.1,44.0,56.2,27.0,53777,54777,12022.39,1.375,12.663,1.531,"Junior Software role. Focus on CI/CD, API, and code review. Requirements: 11 items; Responsibilities: 8 items."
5,2,1,2,0,5.08,2,13,14,4,0,35.7,51.3,39.6,36.9,59.0,73.4,63083,64083,10449.31,1.077,10.955,1.464,"Mid Operations role. Focus on SOP, reporting, and coordination. Requirements: 14 items; Responsibilities: 13 items."
0,1,0,5,0,4.45,2,9,9,12,0,70.9,40.5,38.7,25.7,49.6,33.8,41011,52468,8576.4,1.0,14.392,1.415,"Junior Software role. Focus on microservices, backend, and API. Requirements: 9 items; Responsibilities: 9 items."
0,2,0,4,0,5.6,1,7,11,8,2,45.9,56.8,55.8,33.6,31.5,56.2,63498,70611,10161.43,1.571,15.553,1.579,"Mid Software role. Focus on microservices, CI/CD, and backend. Requirements: 11 items; Responsibilities: 7 items."
1,3,1,0,0,9.27,2,13,13,11,1,43.1,75.5,31.1,44.7,42.2,31.9,78385,140114,10635.74,1.0,10.328,1.516,"Senior Data role. Focus on dashboard, experiments, and pipelines. Requirements: 13 items; Responsibilities: 13 items."
2,2,0,0,1,4.45,1,12,12,5,2,37.9,36.7,94.5,54.6,28.1,51.1,43923,59661,9509.55,1.0,12.619,1.517,"Mid Design role. Focus on usability, user research, and design system. Requirements: 12 items; Responsibilities: 12 items."
0,3,0,1,1,8.45,1,13,14,6,1,94.0,33.2,45.1,28.9,50.9,54.0,114716,115716,12186.12,1.077,11.337,2.53,"Senior Software role. Focus on CI/CD, code review, and backend. Requirements: 14 items; Responsibilities: 13 items."
5,2,0,5,0,7.86,0,13,10,10,1,47.1,58.9,48.3,27.4,39.1,86.8,64600,79547,8133.35,0.769,13.378,1.102,"Mid Operations role. Focus on coordination, quality, and SOP. Requirements: 10 items; Responsibilities: 13 items."
5,2,0,1,0,7.67,1,13,11,8,0,50.9,57.0,68.8,38.5,28.9,98.0,72428,73428,8409.69,0.846,14.254,1.312,"Mid Operations role. Focus on reporting, process, and quality. Requirements: 11 items; Responsibilities: 13 items."
0,4,0,1,0,9.66,1,16,21,14,1,71.3,57.3,65.9,44.0,53.6,51.0,109603,143667,11879.29,1.312,9.272,2.365,"Lead Software role. Focus on backend, API, and code review. Requirements: 21 items; Responsibilities: 16 items."
2,1,0,3,0,3.71,1,8,12,9,1,29.6,58.9,78.2,42.6,38.7,25.5,36116,52868,9442.93,1.5,13.671,1.235,"Junior Design role. Focus on prototypes, usability, and user research. Requirements: 12 items; Responsibilities: 8 items."
2,1,1,2,1,2.95,1,8,10,6,1,27.6,35.7,52.6,24.9,39.8,42.2,33478,41770,9518.09,1.25,12.38,1.465,"Junior Design role. Focus on prototypes, usability, and UX/UI. Requirements: 10 items; Responsibilities: 8 items."
1,2,0,0,0,5.6,3,15,15,13,2,53.0,58.0,41.9,47.3,50.2,55.0,90943,117993,15828.52,1.0,10.183,1.715,"Mid Data role. Focus on experiments, pipelines, and modeling. Requirements: 15 items; Responsibilities: 15 items."
4,2,0,1,1,5.83,2,6,12,12,2,67.9,70.3,10.7,13.8,95.1,30.8,44527,79845,9104.8,2.0,16.033,1.174,"Mid Marketing role. Focus on SEO, ads, and campaigns. Requirements: 12 items; Responsibilities: 6 items."
1,2,0,5,0,7.84,1,13,15,6,2,36.4,71.8,54.6,30.9,44.4,42.9,76901,79763,8865.84,1.154,10.039,2.817,"Mid Data role. Focus on experiments, dashboard, and SQL. Requirements: 15 items; Responsibilities: 13 items."
0,4,0,2,1,11.61,1,16,17,7,2,81.6,75.1,70.2,66.9,51.7,53.8,60358,146255,8191.7,1.062,12.098,2.148,"Lead Software role. Focus on CI/CD, API, and microservices. Requirements: 17 items; Responsibilities: 16 items."
0,2,0,1,1,8.25,0,9,16,11,2,83.5,52.5,49.7,45.3,62.9,30.5,77787,92946,9227.45,1.778,12.977,1.23,"Mid Software role. Focus on frontend, backend, and microservices. Requirements: 16 items; Responsibilities: 9 items."
3,1,0,4,1,5.78,1,8,11,7,0,27.1,51.4,34.1,87.3,26.4,34.1,39695,66527,7835.98,1.375,13.709,1.704,"Junior Sales role. Focus on closing, leads, and account. Requirements: 11 items; Responsibilities: 8 items."
0,2,0,2,1,3.68,2,12,11,18,2,81.3,60.1,59.9,48.4,40.5,59.1,54308,76517,13984.01,0.917,15.19,1.143,"Mid Software role. Focus on code review, backend, and microservices. Requirements: 11 items; Responsibilities: 12 items."
5,1,1,4,0,3.96,1,5,6,8,1,41.8,45.2,44.4,44.9,35.7,87.4,45023,70016,11596.92,1.2,27.219,1.901,"Junior Operations role. Focus on SOP, quality, and logistics. Requirements: 6 items; Responsibilities: 5 items."
0,2,0,0,1,5.06,1,11,12,11,1,70.2,72.1,53.7,67.6,27.4,23.5,79125,87407,13750.41,1.091,13.675,0.695,"Mid Software role. Focus on code review, API, and microservices. Requirements: 12 items; Responsibilities: 11 items."
3,1,0,2,0,1.11,1,10,10,5,0,43.0,39.4,46.3,100.0,32.4,32.3,30361,58959,21156.02,1.0,14.672,1.038,"Junior Sales role. Focus on pipeline, CRM, and leads. Requirements: 10 items; Responsibilities: 10 items."
0,2,0,4,1,3.99,3,8,9,8,0,64.3,46.8,34.8,65.4,44.1,64.2,69158,70158,13951.97,1.125,18.796,1.397,"Mid Software role. Focus on CI/CD, code review, and microservices. Requirements: 9 items; Responsibilities: 8 items."
0,2,0,4,1,4.96,1,11,11,19,2,98.1,52.1,53.3,42.5,37.9,44.0,49556,93457,11996.55,1.0,14.905,1.331,"Mid Software role. Focus on microservices, backend, and API. Requirements: 11 items; Responsibilities: 11 items."
5,2,1,4,0,8.61,1,14,10,3,2,0.0,61.7,33.6,43.5,39.3,67.0,61812,84220,7598.67,0.714,10.212,0.504,"Mid Operations role. Focus on quality, process, and logistics. Requirements: 10 items; Responsibilities: 14 items."
0,0,2,2,0,1.32,1,7,8,12,1,83.4,40.4,8.0,24.3,31.8,20.0,17228,35493,11386.69,1.143,13.861,0.642,"Intern Software role. Focus on code review, microservices, and API. Requirements: 8 items; Responsibilities: 7 items."
0,2,0,4,0,5.49,1,8,9,8,1,79.3,62.1,65.1,44.3,55.8,67.2,66040,97367,12582.99,1.125,21.989,0.605,"Mid Software role. Focus on API, backend, and CI/CD. Requirements: 9 items; Responsibilities: 8 items."
2,2,0,2,0,5.76,1,7,12,5,2,45.5,47.5,47.5,49.8,67.0,39.8,78442,81879,11863.67,1.714,15.642,1.333,"Mid Design role. Focus on UX/UI, user research, and design system. Requirements: 12 items; Responsibilities: 7 items."
3,1,0,3,0,2.4,2,4,15,7,2,51.9,32.7,48.0,82.0,43.2,30.7,42302,58885,14896.5,3.75,15.189,1.318,"Junior Sales role. Focus on pipeline, CRM, and account. Requirements: 15 items; Responsibilities: 4 items."
0,2,0,3,0,6.1,1,13,15,10,0,84.7,67.2,45.7,59.5,60.5,29.9,37793,80182,8313.73,1.154,12.411,1.797,"Mid Software role. Focus on API, frontend, and backend. Requirements: 15 items; Responsibilities: 13 items."
1,1,2,1,0,3.37,0,8,9,18,1,52.3,76.7,37.0,54.0,49.4,36.0,27631,39355,7663.74,1.125,17.96,0.85,"Junior Data role. Focus on experiments, pipelines, and dashboard. Requirements: 9 items; Responsibilities: 8 items."
3,3,0,1,1,5.05,2,13,19,13,0,71.0,55.1,70.0,100.0,40.2,45.3,55468,76980,10937.95,1.462,11.928,2.082,"Senior Sales role. Focus on closing, pipeline, and leads. Requirements: 19 items; Responsibilities: 13 items."
0,3,0,3,1,7.11,2,12,14,10,2,91.2,56.7,45.3,54.2,43.3,40.8,85684,94530,11106.49,1.167,12.747,1.455,"Senior Software role. Focus on backend, frontend, and microservices. Requirements: 14 items; Responsibilities: 12 items."
1,3,0,1,1,14.39,1,11,17,11,0,56.8,88.3,50.3,48.5,67.0,51.4,77642,115784,6282.71,1.545,12.942,2.31,"Senior Data role. Focus on SQL, pipelines, and experiments. Requirements: 17 items; Responsibilities: 11 items."
5,2,0,3,0,6.86,2,15,13,13,1,44.4,35.4,58.6,46.4,51.8,82.7,51041,98545,9510.25,0.867,11.405,0.896,"Mid Operations role. Focus on process, coordination, and reporting. Requirements: 13 items; Responsibilities: 15 items."
2,1,0,4,0,3.36,1,10,8,12,1,56.9,69.2,56.7,39.2,20.3,44.1,41898,45350,9998.04,0.8,15.914,1.894,"Junior Design role. Focus on usability, user research, and prototypes. Requirements: 8 items; Responsibilities: 10 items."
0,3,0,4,1,9.36,1,17,16,3,1,100.0,33.6,21.7,49.5,67.8,68.8,66328,93871,7735.09,0.941,10.345,2.241,"Senior Software role. Focus on API, microservices, and CI/CD. Requirements: 16 items; Responsibilities: 17 items."
4,0,2,4,0,0.0,1,3,13,5,0,19.9,21.8,45.7,29.3,81.1,41.3,31421,35800,33610.62,4.333,14.943,0.577,"Intern Marketing role. Focus on content, SEO, and campaigns. Requirements: 13 items; Responsibilities: 3 items."
3,0,0,3,1,1.32,1,8,5,6,1,30.0,36.8,31.1,57.8,41.4,36.6,26926,38976,14190.65,0.625,17.973,0.277,"Intern Sales role. Focus on closing, account, and CRM. Requirements: 5 items; Responsibilities: 8 items."
4,1,0,0,0,4.8,2,10,7,6,0,35.5,27.6,46.7,47.5,80.4,39.7,43486,52841,8300.27,0.7,16.318,1.924,"Junior Marketing role. Focus on SEO, ads, and brand. Requirements: 7 items; Responsibilities: 10 items."
0,1,0,1,0,1.14,0,6,14,6,1,65.4,25.3,33.0,39.9,46.3,20.8,35090,36090,16639.8,2.333,11.538,0.886,"Junior Software role. Focus on frontend, backend, and API. Requirements: 14 items; Responsibilities: 6 items."
4,2,0,4,0,4.58,0,8,10,9,0,50.2,33.0,32.2,25.9,100.0,49.2,56792,67288,11115.36,1.25,16.144,1.242,"Mid Marketing role. Focus on ads, SEO, and content. Requirements: 10 items; Responsibilities: 8 items."
5,2,1,3,0,5.14,1,9,12,14,0,40.1,29.3,36.5,19.9,29.3,70.8,37919,68709,8681.88,1.333,10.758,1.77,"Mid Operations role. Focus on reporting, coordination, and quality. Requirements: 12 items; Responsibilities: 9 items."
1,4,0,4,0,9.83,1,18,16,16,1,45.4,100.0,56.5,52.9,44.9,67.8,118481,119481,10987.47,0.889,10.807,2.146,"Lead Data role. Focus on ETL, experiments, and pipelines. Requirements: 16 items; Responsibilities: 18 items."
4,3,0,2,0,7.16,2,13,13,2,1,38.3,44.8,58.2,56.2,74.1,46.2,61670,113996,10769.95,1.0,12.224,1.686,"Senior Marketing role. Focus on ads, campaigns, and content. Requirements: 13 items; Responsibilities: 13 items."
2,3,0,2,1,8.62,2,11,16,10,1,62.0,55.3,74.6,75.5,40.0,64.0,48048,100647,7729.03,1.455,13.756,2.182,"Senior Design role. Focus on UX/UI, prototypes, and usability. Requirements: 16 items; Responsibilities: 11 items."
0,1,2,1,0,5.01,1,10,7,6,1,60.3,39.7,32.7,13.8,33.6,41.7,29895,59548,7440.08,0.7,13.045,1.414,"Junior Software role. Focus on code review, API, and frontend. Requirements: 7 items; Responsibilities: 10 items."
3,1,1,0,0,4.02,1,7,7,5,1,7.8,17.5,37.5,77.1,34.5,22.5,40820,72016,11245.69,1.0,14.057,1.78,"Junior Sales role. Focus on CRM, leads, and account. Requirements: 7 items; Responsibilities: 7 items."
3,1,0,0,0,5.02,1,9,9,6,0,53.6,29.3,50.4,61.9,44.8,48.0,50229,59008,9075.13,1.0,15.999,1.368,"Junior Sales role. Focus on quota, account, and CRM. Requirements: 9 items; Responsibilities: 9 items."
3,3,0,4,0,10.06,1,13,16,7,2,60.8,44.4,46.0,86.2,54.1,41.4,88270,137234,10192.94,1.231,11.482,2.528,"Senior Sales role. Focus on account, pipeline, and leads. Requirements: 16 items; Responsibilities: 13 items."
4,3,1,3,0,7.0,3,11,19,6,2,36.9,12.3,30.9,57.9,71.3,9.1,60837,97505,9896.43,1.727,7.28,1.614,"Senior Marketing role. Focus on ads, campaigns, and SEO. Requirements: 19 items; Responsibilities: 11 items."
4,0,0,1,0,1.56,1,9,7,7,2,43.3,25.3,30.4,22.8,65.5,36.6,21973,36594,11457.44,0.778,13.996,0.353,"Intern Marketing role. Focus on ads, brand, and campaigns. Requirements: 7 items; Responsibilities: 9 items."
0,2,0,2,1,5.19,1,11,15,12,0,85.9,29.1,45.5,57.4,54.2,49.0,51109,85465,11037.76,1.364,12.352,1.594,"Mid Software role. Focus on CI/CD, code review, and backend. Requirements: 15 items; Responsibilities: 11 items."
2,1,0,3,0,4.48,3,3,13,6,1,46.3,40.6,100.0,28.1,54.8,21.3,26318,33389,5449.35,4.333,18.196,0.186,"Junior Design role. Focus on prototypes, user research, and usability. Requirements: 13 items; Responsibilities: 3 items."
3,2,1,2,0,5.23,2,10,13,7,1,29.9,45.8,30.6,99.7,39.6,57.8,35197,69910,8436.86,1.3,13.193,0.479,"Mid Sales role. Focus on leads, CRM, and closing. Requirements: 13 items; Responsibilities: 10 items."
5,2,0,2,1,5.5,1,14,14,7,0,27.7,52.3,51.8,35.3,57.2,54.8,31342,65891,7476.51,1.0,9.971,1.511,"Mid Operations role. Focus on quality, coordination, and reporting. Requirements: 14 items; Responsibilities: 14 items."
0,2,0,1,0,8.64,1,5,12,13,2,98.6,57.5,17.9,41.6,40.4,62.5,75276,109914,9602.49,2.4,18.74,1.892,"Mid Software role. Focus on API, CI/CD, and frontend. Requirements: 12 items; Responsibilities: 5 items."
1,2,0,3,1,5.52,1,13,8,11,0,58.8,46.1,40.8,53.8,36.3,44.4,65711,94445,12287.6,0.615,13.344,0.626,"Mid Data role. Focus on pipelines, experiments, and SQL. Requirements: 8 items; Responsibilities: 13 items."
4,3,0,5,1,5.21,2,13,17,16,1,48.3,55.9,28.6,46.3,97.8,41.0,60373,94892,12499.94,1.308,10.598,1.698,"Senior Marketing role. Focus on analytics, brand, and content. Requirements: 17 items; Responsibilities: 13 items."
3,3,0,1,0,8.34,2,10,12,13,2,51.1,42.0,40.1,82.4,33.6,30.1,94138,110722,10968.9,1.2,12.689,1.476,"Senior Sales role. Focus on leads, CRM, and closing. Requirements: 12 items; Responsibilities: 10 items."
5,2,0,1,0,6.31,2,11,14,12,1,61.8,48.0,43.3,47.0,52.3,91.9,67739,68739,9337.87,1.273,13.774,1.518,"Mid Operations role. Focus on logistics, coordination, and reporting. Requirements: 14 items; Responsibilities: 11 items."
4,2,0,2,1,4.97,1,8,10,11,1,45.2,15.7,31.0,43.1,70.4,42.1,41916,103346,12162.09,1.25,13.75,1.092,"Mid Marketing role. Focus on brand, ads, and SEO. Requirements: 10 items; Responsibilities: 8 items."
3,3,0,1,0,8.25,2,9,11,10,2,73.4,50.0,44.6,50.5,44.4,35.4,59521,93573,8278.4,1.222,14.916,1.001,"Senior Sales role. Focus on closing, CRM, and leads. Requirements: 11 items; Responsibilities: 9 items."
5,0,0,3,1,2.51,2,7,7,5,2,38.9,18.3,22.7,51.3,48.2,73.2,21502,27207,6937.07,1.0,18.049,0.355,"Intern Operations role. Focus on SOP, reporting, and coordination. Requirements: 7 items; Responsibilities: 7 items."
5,3,1,5,1,7.15,1,13,11,5,1,54.6,55.5,57.4,43.4,44.7,95.5,52640,93437,8958.43,0.846,14.629,2.11,"Senior Operations role. Focus on reporting, SOP, and logistics. Requirements: 11 items; Responsibilities: 13 items."
2,0,0,3,1,0.97,3,2,7,11,1,35.6,54.8,51.4,36.2,51.2,19.0,28944,42200,18026.72,3.5,27.568,1.004,"Intern Design role. Focus on design system, user research, and prototypes. Requirements: 7 items; Responsibilities: 2 items."
5,1,0,0,0,2.47,1,7,9,4,1,32.9,29.0,41.1,27.8,24.4,60.9,19998,37464,8270.01,1.286,13.504,1.159,"Junior Operations role. Focus on logistics, process, and SOP. Requirements: 9 items; Responsibilities: 7 items."
5,3,0,1,1,8.73,0,13,14,9,0,58.5,36.5,65.7,40.5,41.0,88.3,63140,67048,6687.55,1.077,12.241,2.214,"Senior Operations role. Focus on SOP, reporting, and logistics. Requirements: 14 items; Responsibilities: 13 items."
2,0,2,0,0,1.05,1,2,11,13,2,38.5,39.4,91.3,40.8,23.6,31.7,21139,22139,10538.45,5.5,20.4,1.57,"Intern Design role. Focus on prototypes, UX/UI, and usability. Requirements: 11 items; Responsibilities: 2 items."
3,0,0,5,0,0.04,1,9,9,10,0,41.4,33.9,39.2,87.4,40.8,37.8,13044,32084,21731.72,1.0,15.588,0.625,"Intern Sales role. Focus on leads, CRM, and account. Requirements: 9 items; Responsibilities: 9 items."
5,1,0,2,0,3.29,1,7,9,7,0,17.5,53.7,37.0,49.7,53.5,93.7,33372,34372,7899.4,1.286,19.068,0.679,"Junior Operations role. Focus on reporting, SOP, and quality. Requirements: 9 items; Responsibilities: 7 items."
3,4,0,1,0,14.18,1,16,19,16,1,68.5,69.7,73.5,100.0,56.6,66.2,81040,141052,7315.03,1.187,12.417,3.498,"Lead Sales role. Focus on quota, leads, and account. Requirements: 19 items; Responsibilities: 16 items."
3,2,1,5,1,2.98,2,12,13,10,1,75.3,60.1,35.6,74.6,55.6,52.9,37783,84871,15401.23,1.083,14.16,1.364,"Mid Sales role. Focus on quota, pipeline, and leads. Requirements: 13 items; Responsibilities: 12 items."
1,0,2,1,0,0.0,1,4,6,8,2,15.6,80.5,44.6,55.2,43.7,21.8,16335,21059,18697.08,1.5,26.145,1.03,"Intern Data role. Focus on experiments, SQL, and ETL. Requirements: 6 items; Responsibilities: 4 items."
4,3,0,1,0,8.75,1,14,11,10,0,82.7,59.1,56.2,32.9,67.5,40.9,109099,119512,11726.75,0.786,13.576,1.847,"Senior Marketing role. Focus on ads, analytics, and campaigns. Requirements: 11 items; Responsibilities: 14 items."
5,3,0,1,1,5.55,2,13,13,3,1,38.0,31.8,33.9,63.0,37.6,90.9,64780,86223,11533.34,1.0,11.354,1.081,"Senior Operations role. Focus on reporting, process, and quality. Requirements: 13 items; Responsibilities: 13 items."
1,1,0,2,0,6.38,1,9,15,7,0,24.0,61.5,57.3,46.2,63.8,19.5,55545,85609,9562.97,1.667,11.343,0.967,"Junior Data role. Focus on SQL, modeling, and experiments. Requirements: 15 items; Responsibilities: 9 items."
0,1,0,0,0,1.33,2,7,10,10,0,65.8,24.6,37.2,60.9,49.0,40.2,50839,55098,22712.79,1.429,16.333,0.998,"Junior Software role. Focus on API, frontend, and backend. Requirements: 10 items; Responsibilities: 7 items."
4,3,1,3,0,5.7,2,15,16,11,1,35.7,54.7,37.3,42.3,96.9,77.8,69386,135849,15317.93,1.067,11.118,1.8,"Senior Marketing role. Focus on content, SEO, and ads. Requirements: 16 items; Responsibilities: 15 items."
5,2,0,2,0,4.97,1,12,17,4,1,64.0,43.0,60.8,49.8,56.3,76.6,30739,68876,8348.1,1.417,12.085,1.119,"Mid Operations role. Focus on SOP, coordination, and logistics. Requirements: 17 items; Responsibilities: 12 items."
4,2,1,5,0,7.61,1,14,10,7,1,52.8,42.8,34.7,32.4,59.2,51.3,43536,95071,8045.3,0.714,11.379,0.9,"Mid Marketing role. Focus on campaigns, analytics, and brand. Requirements: 10 items; Responsibilities: 14 items."
3,1,0,4,1,4.69,2,11,12,12,0,49.6,37.5,55.9,71.5,42.2,21.6,39933,46026,7547.45,1.091,12.105,0.708,"Junior Sales role. Focus on leads, quota, and CRM. Requirements: 12 items; Responsibilities: 11 items."
